Longitude,Latitude,Bouguer_gravity_anomaly_mGals
-91.57083333333333,29.479444444444443,6.58
-91.25972222222222,29.480277777777776,2.84
-90.5575,29.480555555555554,3.28
-89.19194444444445,29.481944444444444,30.68
-90.96944444444443,29.482777777777777,2.74
-91.23527777777778,29.48305555555556,3.41
-90.96583333333334,29.48305555555556,4.16
-89.37638888888888,29.48305555555556,30.63
-91.31666666666666,29.48333333333333,6.1
-89.49944444444445,29.483888888888888,25.95
-89.31722222222221,29.483888888888888,31.11
-90.06333333333333,29.487222222222226,13.8
-89.875,29.487222222222226,20.67
-89.70416666666667,29.487222222222226,23.79
-91.06222222222222,29.489444444444445,4.3
-90.40916666666668,29.492222222222225,2.38
-89.68027777777779,29.49277777777778,24.14
-89.61138888888888,29.49388888888889,25.31
-91.06583333333332,29.49388888888889,4.65
-91.06305555555556,29.494444444444447,2.55
-89.56722222222221,29.496666666666663,26.46
-90.55388888888888,29.497777777777777,3.36
-89.49888888888889,29.49944444444445,25.79
-89.325,29.50027777777778,30.0
-90.24694444444444,29.501944444444444,8.46
-89.99944444444445,29.50888888888889,12.5
-89.12888888888888,29.51083333333333,27.35
-90.29166666666669,29.511666666666667,6.6
-89.10388888888889,29.514444444444443,26.42
-89.50027777777778,29.516666666666666,24.76
-90.71916666666668,29.51861111111111,4.56
-89.08833333333332,29.52111111111111,25.65
-90.08166666666666,29.52138888888889,11.68
-89.78111111111112,29.52722222222222,20.47
-94.4425,29.529444444444444,-14.7
-92.30333333333331,29.53222222222222,9.36
-91.41722222222222,29.532777777777778,5.55
-89.42472222222223,29.53527777777778,25.48
-89.23166666666667,29.538611111111116,24.85
-89.0936111111111,29.54083333333333,23.25
-91.11944444444444,29.54138888888889,3.35
-89.90777777777778,29.54638888888889,15.92
-91.52527777777776,29.550555555555555,5.17
-89.95416666666667,29.551666666666662,14.75
-94.46555555555555,29.55305555555556,-12.4
-91.3775,29.55388888888889,7.7
-89.79888888888888,29.56361111111111,17.25
-89.04833333333333,29.565,19.88
-89.27527777777777,29.56722222222222,23.35
-92.53861111111112,29.56722222222222,11.25
-89.5,29.56722222222222,21.02
-89.5,29.56722222222222,21.02
-90.96555555555555,29.57138888888889,2.99
-90.15777777777778,29.574444444444445,7.87
-92.20277777777778,29.57777777777778,9.59
-89.79472222222222,29.578333333333333,14.75
-92.60944444444443,29.579166666666666,12.8
-91.52277777777778,29.58083333333333,6.04
-91.26222222222222,29.58194444444445,6.54
-94.31777777777778,29.58277777777778,-18.79
-89.35055555555554,29.58305555555556,23.83
-89.32472222222222,29.58388888888889,23.0
-91.72694444444444,29.585277777777776,5.83
-89.80583333333333,29.585277777777776,14.9
-90.5363888888889,29.585555555555555,0.81
-89.68222222222222,29.585833333333333,18.0
-89.61305555555555,29.58611111111111,19.28
-89.98194444444445,29.586388888888887,11.71
-89.60694444444444,29.589166666666664,19.1
-89.03111111111112,29.595277777777778,16.26
-90.10027777777778,29.596666666666664,8.0
-89.32527777777777,29.599722222222223,22.03
-92.11361111111113,29.60027777777778,9.39
-89.25027777777778,29.60027777777778,20.55
-92.33138888888888,29.604444444444447,6.7
-91.17333333333332,29.60944444444445,4.83
-90.8938888888889,29.612222222222226,3.28
-91.11638888888888,29.612222222222226,4.57
-92.00333333333332,29.61277777777778,9.25
-92.00694444444444,29.613333333333333,8.47
-89.8025,29.614722222222223,11.96
-89.37472222222222,29.61638888888889,22.48
-89.50222222222222,29.61638888888889,18.71
-89.45194444444445,29.616666666666667,20.79
-92.76027777777776,29.624166666666667,9.79
-91.8786111111111,29.62527777777778,3.96
-91.8786111111111,29.62527777777778,3.76
-91.06833333333331,29.625833333333333,3.31
-91.24666666666668,29.627222222222223,7.68
-92.37166666666666,29.627222222222223,3.5
-90.62138888888887,29.628611111111116,3.76
-92.26861111111111,29.631944444444446,6.8
-89.90111111111112,29.63361111111111,13.49
-91.84666666666666,29.633888888888887,3.77
-90.07388888888887,29.636944444444445,9.51
-89.92083333333333,29.63722222222222,11.77
-94.19194444444445,29.637777777777774,-20.23
-89.56638888888888,29.639444444444443,15.15
-90.17472222222224,29.64,6.24
-89.73555555555555,29.640555555555554,10.9
-92.44444444444444,29.64472222222222,1.65
-90.68833333333332,29.64583333333333,3.72
-89.94388888888889,29.64638888888889,11.27
-89.93666666666667,29.648333333333333,11.09
-89.3,29.650277777777777,15.87
-90.31777777777778,29.650555555555552,4.52
-90.3963888888889,29.65138888888889,3.36
-88.95972222222223,29.653055555555557,10.83
-91.37472222222222,29.654722222222222,10.62
-91.375,29.655,10.57
-92.45722222222224,29.65611111111111,1.94
-91.49138888888888,29.658055555555556,7.95
-94.09166666666668,29.65833333333333,-21.09
-89.61638888888888,29.65888888888889,11.16
-92.52527777777776,29.66027777777777,4.64
-92.52527777777776,29.66027777777777,4.54
-91.39916666666667,29.66027777777777,9.37
-91.39916666666667,29.66027777777777,9.34
-94.37166666666666,29.661666666666665,-19.13
-90.53944444444444,29.661944444444444,1.2
-89.97583333333334,29.663055555555555,9.57
-92.12833333333332,29.66611111111111,8.27
-90.11027777777775,29.66611111111111,7.98
-90.11166666666666,29.666666666666668,7.61
-90.11166666666666,29.666666666666668,7.53
-90.11166666666666,29.666666666666668,7.56
-90.11,29.666666666666668,7.65
-89.325,29.666666666666668,15.01
-90.10972222222222,29.66805555555556,7.46
-90.11,29.668333333333333,7.43
-90.11138888888888,29.66861111111111,7.39
-90.72083333333332,29.671111111111117,4.02
-94.42972222222222,29.673333333333336,-17.32
-90.88305555555554,29.673333333333336,2.49
-91.23611111111111,29.67361111111111,5.96
-92.13361111111112,29.674166666666668,7.36
-89.69111111111111,29.675833333333333,8.34
-91.09805555555556,29.67777777777778,2.06
-90.1075,29.67944444444445,7.74
-90.10083333333333,29.68055555555556,7.27
-89.79055555555556,29.680833333333336,6.83
-91.35388888888887,29.68555555555556,9.2
-89.50166666666667,29.68861111111111,12.25
-93.98055555555555,29.689444444444444,-20.39
-90.0961111111111,29.690277777777776,7.15
-91.1775,29.691111111111116,4.17
-91.19972222222222,29.694166666666668,4.98
-91.20916666666668,29.69472222222222,4.08
-91.20833333333334,29.695,5.21
-91.20833333333334,29.695,5.07
-92.63472222222222,29.695833333333333,3.18
-89.64750000000001,29.696666666666665,8.24
-93.85527777777776,29.696944444444444,-20.49
-89.45,29.699722222222224,11.81
-91.08722222222222,29.70138888888889,3.16
-90.10194444444444,29.703055555555554,6.61
-90.90916666666668,29.703888888888887,0.61
-92.86527777777778,29.706666666666667,0.84
-93.84638888888888,29.70833333333333,-21.21
-90.10972222222222,29.71222222222222,6.13
-90.20527777777778,29.71333333333333,3.84
-89.93111111111112,29.71444444444444,6.37
-92.74916666666668,29.715,0.85
-91.87805555555556,29.71611111111111,-1.01
-91.44833333333334,29.717777777777776,6.27
-90.1172222222222,29.720555555555556,5.55
-91.86833333333333,29.72111111111111,-1.36
-88.88972222222223,29.721944444444443,7.32
-89.96305555555556,29.723055555555558,6.66
-91.5525,29.723611111111108,5.04
-90.50694444444444,29.724166666666665,1.22
-92.81027777777776,29.72833333333333,-1.13
-90.12444444444444,29.73222222222222,4.75
-91.00138888888888,29.73305555555556,1.08
-92.82694444444444,29.73444444444445,-2.53
-89.35138888888888,29.73444444444445,8.46
-92.3852777777778,29.736666666666668,-6.09
-93.93833333333332,29.73805555555556,-20.29
-89.49277777777777,29.738333333333333,5.89
-89.99416666666667,29.738611111111112,6.87
-90.1297222222222,29.74083333333333,3.95
-91.29916666666666,29.7425,1.52
-93.02361111111112,29.74361111111111,-9.66
-92.32472222222222,29.74361111111111,-4.59
-91.49111111111112,29.744444444444447,2.13
-92.21388888888887,29.7475,-2.06
-94.1286111111111,29.747777777777777,-20.51
-94.37472222222222,29.74833333333333,-19.98
-90.1352777777778,29.748611111111117,3.06
-89.26805555555555,29.748611111111117,9.06
-91.73722222222224,29.74888888888889,-2.15
-89.6211111111111,29.750555555555557,5.75
-92.90527777777778,29.750833333333333,-7.32
-91.5972222222222,29.750833333333333,3.82
-90.13333333333334,29.751666666666665,2.96
-93.87083333333332,29.753611111111116,-22.56
-93.0786111111111,29.753888888888888,-11.19
-89.78333333333333,29.754722222222224,2.88
-90.1,29.755277777777778,3.61
-94.23833333333332,29.756666666666668,-21.55
-90.12166666666666,29.7575,2.82
-93.55944444444444,29.75777777777778,-12.35
-90.11666666666666,29.75888888888889,3.17
-94.27638888888887,29.759166666666665,-20.82
-91.83972222222222,29.759166666666665,-1.56
-89.68555555555555,29.759166666666665,3.82
-90.10833333333332,29.759722222222223,3.22
-90.1025,29.76,3.24
-90.0997222222222,29.760277777777777,3.31
-89.79027777777777,29.76083333333333,2.33
-90.0936111111111,29.761111111111116,3.56
-93.57472222222222,29.761388888888888,-13.99
-90.12055555555555,29.761666666666667,2.56
-93.68083333333334,29.76222222222222,-18.66
-93.78777777777778,29.76361111111111,-21.22
-91.17555555555556,29.76388888888889,2.58
-93.75027777777778,29.76527777777778,-20.11
-91.38361111111112,29.766111111111112,3.36
-93.34305555555557,29.76722222222222,-15.93
-91.0611111111111,29.76722222222222,3.14
-90.10055555555554,29.76833333333333,2.63
-90.01666666666667,29.76972222222222,3.43
-93.4263888888889,29.77,-13.75
-92.94166666666668,29.77111111111111,-10.3
-92.99083333333331,29.77111111111111,-10.76
-89.78583333333333,29.771666666666665,1.7
-92.61444444444444,29.772222222222226,-4.13
-92.95944444444444,29.7725,-9.68
-90.39861111111112,29.773333333333333,0.75
-90.41555555555556,29.77361111111111,1.09
-89.56277777777777,29.773888888888887,5.67
-90.58694444444444,29.775277777777777,2.79
-93.43194444444444,29.775277777777777,-13.38
-89.36666666666666,29.77555555555556,7.17
-93.2936111111111,29.77611111111111,-15.85
-92.44861111111112,29.77722222222222,-7.71
-91.77388888888888,29.77777777777778,-1.44
-90.09944444444444,29.77777777777778,1.79
-90.1,29.77833333333333,1.6
-89.73861111111111,29.781388888888888,2.53
-89.51527777777778,29.781388888888888,5.39
-93.67805555555556,29.781388888888888,-21.71
-90.1125,29.782777777777778,0.72
-91.49861111111112,29.78333333333333,0.03
-93.89944444444446,29.783611111111117,-21.98
-89.43277777777779,29.783611111111117,5.92
-91.40055555555556,29.783611111111117,3.12
-90.11305555555556,29.783611111111117,1.57
-93.51222222222222,29.784444444444446,-13.88
-89.93916666666667,29.784722222222225,2.13
-89.28305555555555,29.784722222222225,5.02
-93.11055555555556,29.78555555555556,-13.87
-90.44805555555556,29.78555555555556,2.58
-93.49027777777778,29.78638888888889,-13.04
-93.13333333333334,29.78638888888889,-13.76
-93.14888888888888,29.786944444444448,-15.14
-92.3411111111111,29.786944444444448,-8.91
-93.33722222222222,29.78805555555556,-16.71
-90.23388888888888,29.78805555555556,-0.21
-91.50722222222224,29.789166666666667,-0.36
-90.61638888888888,29.789722222222224,2.59
-91.30277777777778,29.79055555555556,0.4
-93.30722222222222,29.79138888888889,-15.42
-88.98222222222222,29.79138888888889,2.76
-94.41166666666668,29.791666666666668,-18.74
-91.6802777777778,29.792222222222225,2.05
-90.12194444444444,29.79305555555556,-0.51
-91.27527777777776,29.793333333333337,-1.49
-90.12166666666666,29.793333333333337,-0.56
-90.12138888888887,29.793333333333337,-0.57
-89.36777777777777,29.794722222222223,4.78
-90.09944444444444,29.79527777777778,0.21
-89.89222222222223,29.79583333333333,2.16
-92.84888888888888,29.79638888888889,-10.05
-94.00305555555556,29.79694444444445,-20.43
-91.56361111111111,29.79805555555556,1.15
-91.38583333333334,29.798611111111114,0.75
-90.50527777777778,29.798611111111114,2.04
-93.8977777777778,29.79888888888889,-23.21
-90.12333333333332,29.799166666666668,-0.95
-90.12305555555557,29.799444444444447,-0.94
-90.12277777777776,29.799722222222226,-0.97
-93.29861111111111,29.80027777777778,-16.23
-92.77805555555555,29.801111111111112,-10.28
-90.09888888888888,29.801666666666662,-0.42
-91.29777777777778,29.801944444444445,-0.7
-90.5725,29.802222222222223,2.51
-90.12166666666666,29.802222222222223,-1.18
-90.18583333333332,29.802777777777777,-1.2
-90.94083333333332,29.80444444444445,2.42
-90.11777777777776,29.804722222222225,-1.31
-90.27194444444444,29.811111111111117,-0.77
-92.54277777777776,29.81138888888889,-10.57
-89.64722222222223,29.81222222222222,0.11
-88.85055555555554,29.81277777777778,6.48
-90.11083333333332,29.815,-1.39
-89.61333333333333,29.816666666666663,0.22
-90.09833333333331,29.816944444444445,-1.7
-90.10944444444443,29.81805555555556,-2.03
-89.9888888888889,29.819166666666668,-1.48
-90.10888888888888,29.81972222222222,-2.18
-90.00972222222222,29.81972222222222,-0.87
-92.99833333333332,29.82027777777778,-14.76
-89.33305555555555,29.82111111111111,2.28
-93.03055555555557,29.822222222222223,-16.51
-93.84055555555555,29.822777777777777,-23.25
-89.99472222222222,29.822777777777777,-1.81
-90.47527777777778,29.82472222222222,-0.49
-91.59694444444445,29.82555555555556,-1.51
-92.31833333333331,29.82555555555556,-10.7
-90.08277777777778,29.827222222222225,-3.18
-90.1,29.82777777777778,-2.64
-90.75638888888888,29.828888888888887,-0.89
-92.30305555555556,29.829444444444444,-10.49
-90.11305555555556,29.830277777777777,-3.22
-89.51527777777778,29.83055555555556,0.6
-94.4327777777778,29.83111111111111,-17.09
-88.97666666666667,29.83194444444445,1.88
-90.11444444444444,29.83194444444445,-3.31
-94.27527777777776,29.83222222222222,-19.13
-91.49861111111112,29.83277777777778,-3.39
-93.79166666666669,29.83305555555556,-21.57
-91.35,29.83305555555556,-1.61
-93.43361111111112,29.83333333333333,-17.82
-90.10166666666666,29.83333333333333,-3.08
-90.08416666666666,29.834444444444443,-3.83
-93.57833333333332,29.834722222222226,-17.44
-94.25666666666666,29.835,-16.8
-90.10694444444444,29.835277777777776,-3.2
-91.61277777777777,29.835833333333333,-2.22
-90.1022222222222,29.835833333333333,-3.29
-93.71472222222222,29.83611111111111,-22.67
-90.11666666666666,29.83611111111111,-3.59
-90.05638888888889,29.8375,-3.09
-90.59027777777776,29.83805555555556,0.84
-91.18444444444444,29.83944444444444,-2.19
-91.84027777777776,29.83972222222222,-7.86
-90.70055555555555,29.83972222222222,-1.13
-89.75583333333333,29.84111111111111,-1.67
-91.7611111111111,29.841666666666665,-2.43
-90.05444444444444,29.841666666666665,-3.7
-89.6913888888889,29.841944444444444,-2.33
-90.08444444444444,29.841944444444444,-4.59
-89.69277777777778,29.842222222222222,-2.46
-91.93416666666668,29.843055555555555,-7.77
-91.91666666666669,29.844166666666663,-9.41
-90.045,29.844444444444445,-3.87
-89.75888888888889,29.844444444444445,-1.72
-90.12,29.845277777777778,-4.12
-88.86277777777777,29.84611111111111,5.68
-93.2363888888889,29.846666666666664,-15.52
-90.05611111111111,29.846666666666664,-4.28
-93.79083333333332,29.84722222222222,-22.59
-90.04194444444444,29.84722222222222,-4.36
-89.75944444444444,29.8475,-1.59
-90.11611111111112,29.848888888888887,-4.83
-90.08555555555554,29.849166666666665,-5.39
-91.53055555555557,29.849444444444444,-4.14
-94.41333333333334,29.849722222222223,-18.87
-91.1025,29.850555555555555,-5.68
-93.79277777777776,29.85083333333333,-21.63
-91.10472222222222,29.851111111111116,-4.12
-90.07666666666668,29.85138888888889,-4.68
-89.98722222222223,29.85138888888889,-4.37
-88.92805555555556,29.85138888888889,3.68
-91.78722222222224,29.852222222222224,-5.1
-90.59055555555555,29.852500000000003,-0.71
-92.36305555555556,29.852777777777774,-11.79
-89.50694444444444,29.852777777777774,-0.77
-90.1086111111111,29.852777777777774,-4.77
-89.76416666666667,29.852777777777774,-1.89
-90.07083333333333,29.85333333333333,-4.88
-92.38444444444444,29.854166666666668,-12.83
-90.12,29.854722222222225,-5.01
-93.55166666666666,29.85527777777778,-18.26
-89.76777777777778,29.85611111111111,-2.17
-90.0625,29.8575,-5.15
-93.95194444444444,29.85805555555556,-17.92
-89.92166666666667,29.85805555555556,-3.51
-89.91972222222223,29.858611111111117,-3.49
-90.11,29.859722222222224,-5.12
-90.08638888888888,29.859722222222224,-5.41
-90.04666666666667,29.859722222222224,-5.58
-89.91277777777778,29.860000000000003,-3.11
-91.20138888888889,29.860277777777775,-4.18
-90.09277777777775,29.86055555555556,-6.09
-90.04027777777777,29.860833333333336,-5.84
-90.09833333333331,29.86138888888889,-6.06
-90.07305555555556,29.861666666666668,-5.5
-90.03111111111112,29.861666666666668,-6.08
-94.12388888888889,29.8625,-19.87
-90.06472222222222,29.86277777777778,-5.58
-89.90166666666667,29.86416666666667,-3.0
-89.90194444444445,29.864444444444445,-3.07
-93.45138888888889,29.86555555555556,-19.21
-89.77583333333334,29.86555555555556,-2.49
-89.89194444444445,29.866111111111117,-2.71
-89.26388888888889,29.866111111111117,-1.36
-91.15055555555556,29.86638888888889,-6.39
-89.80777777777777,29.866666666666667,-2.24
-90.41055555555556,29.86694444444445,-2.84
-90.07444444444444,29.86694444444445,-5.69
-92.30138888888888,29.86722222222222,-12.62
-89.89055555555557,29.86777777777778,-2.8
-89.87472222222222,29.86805555555556,-2.21
-92.02972222222222,29.86833333333333,-6.66
-91.90527777777778,29.86861111111111,-11.1
-90.02083333333333,29.86888888888889,-6.71
-89.77805555555555,29.86888888888889,-2.86
-90.0972222222222,29.86916666666667,-5.59
-90.59277777777775,29.869444444444444,-1.57
-90.0736111111111,29.869722222222222,-6.05
-89.91833333333334,29.870833333333334,-4.22
-89.88666666666667,29.871666666666663,-3.09
-89.84944444444444,29.871666666666663,-2.05
-89.83999999999999,29.871666666666663,-2.17
-89.85666666666665,29.871944444444445,-2.09
-89.86833333333333,29.872222222222224,-2.25
-89.83611111111111,29.872222222222224,-2.41
-90.06361111111111,29.8725,-6.4
-90.08555555555554,29.87305555555556,-5.87
-88.87194444444444,29.87361111111111,4.13
-90.03,29.874166666666667,-7.15
-91.69222222222224,29.87444444444445,-3.88
-90.7713888888889,29.87444444444445,-4.52
-90.09666666666666,29.87444444444445,-5.76
-89.83027777777778,29.87472222222222,-2.74
-90.09944444444444,29.87527777777778,-5.76
-90.115,29.87555555555556,-6.53
-90.04888888888888,29.87555555555556,-6.67
-91.87666666666668,29.87611111111111,-10.27
-90.09888888888888,29.87666666666667,-5.9
-89.78611111111111,29.87666666666667,-3.21
-90.11416666666666,29.877222222222223,-5.81
-93.64666666666668,29.8775,-20.36
-91.58694444444444,29.8775,-8.85
-90.11388888888888,29.8775,-5.97
-89.81694444444445,29.8775,-3.11
-89.82416666666666,29.87777777777778,-3.07
-93.50194444444443,29.878055555555555,-20.6
-89.80583333333333,29.87833333333333,-3.25
-89.79944444444445,29.87833333333333,-3.16
-89.7936111111111,29.87833333333333,-3.23
-89.87444444444444,29.878611111111116,-2.94
